index_seg,ugr
1001,2.0
1002,2.0
1003,2.3636363636363633
1004,3.0
10403,5.0
10448,5.0
10452,2.9999999999999996
10505,3.0000000000000004
10595,2.8
11288,4.0
11289,4.0
11484,1.0
11485,3.0000000000000004
11886,3.0000000000000004
11960,3.0000000000000004
12064,4.0
12065,3.0000000000000004
12261,4.0
12265,4.0
12565,1.0
12566,1.0
12567,1.5555555555555554
12568,2.0
1261,2.0
1278,4.0
128,3.0000000000000004
12849,3.0000000000000004
12898,3.4285714285714293
12942,1.0
1533,3.4999999999999996
180,3.0
181,3.0000000000000004
2177,3.0000000000000004
2254,3.0000000000000004
252,1.0
254,3.0000000000000004
255,3.0
256,3.0
257,3.0000000000000004
2641,3.0
2652,1.5000000000000002
2671,2.9999999999999996
2672,3.0000000000000004
2674,4.0
2676,4.0
2685,2.444444444444445
2733,2.5
3149,2.6666666666666665
330,3.0
331,3.0
3385,3.0
3387,3.3571428571428577
3388,3.3
3389,3.0000000000000004
362,3.0000000000000004
3946,4.0
3947,4.0
4012,2.0
4014,3.0
4271,3.0
4418,4.0
4430,3.0000000000000004
4431,3.0000000000000004
4432,4.0
4480,4.0
4481,3.157894736842105
4569,5.0
4570,5.0
4789,3.5
4811,3.0000000000000004
4812,3.0
4871,3.0
4872,3.0000000000000004
4874,2.0
4998,3.0000000000000004
513,3.5
5203,3.0000000000000004
5207,4.0
5208,4.0
5209,5.0
5210,5.0
5284,4.0
5285,4.0
5286,4.0
5287,5.0
5288,3.2499999999999996
5367,2.0
5452,4.0
5501,4.0
5616,4.0
5617,4.0
5669,4.0
5670,4.0
5671,4.0
5673,3.0
574,3.0
5748,3.0000000000000004
5749,3.0000000000000004
5756,2.0
5757,4.0
5758,4.0
5759,2.9999999999999996
578,3.0
579,3.0
581,4.0
6000,1.9230769230769234
613,3.5
6214,1.0
6216,2.0
6217,3.6
6333,4.0
6340,3.0000000000000004
648,2.0
649,2.0
651,2.9999999999999996
652,4.0
658,3.0000000000000004
659,2.0
663,3.0
664,3.888888888888889
675,2.333333333333333
676,2.3333333333333335
677,3.5882352941176467
6939,3.0
6940,3.0
6941,3.0
6942,4.0
6943,4.0
7011,4.0
7016,5.0
726,2.0
7313,3.0000000000000004
7316,2.2
7317,4.500000000000001
7318,4.5
7573,3.0000000000000004
7647,3.0
7727,4.0
776,4.0
777,4.0
7773,4.0
7878,3.0
7879,4.0
7880,3.454545454545454
7881,2.5
7883,3.0000000000000004
808,2.9999999999999996
809,2.0
8258,4.0
8259,5.0
8260,4.181818181818181
8288,4.0
8289,4.0
8310,4.454545454545454
8311,5.0
8345,4.0
8346,3.5
8347,3.0
8348,4.0
8349,4.0
8458,4.0
893,2.0
8952,2.9999999999999996
8953,4.0
9299,2.0
9300,1.7272727272727273
9301,1.0
969,1.0
97,3.0
970,1.5454545454545452
971,2.0
972,2.0
973,3.4999999999999996
974,3.5
975,2.0
9750,4.0
976,2.545454545454545
9768,2.5
977,2.0
98,3.0
9822,1.0
9855,3.0
9856,4.0
9857,3.0
9858,3.0
9859,2.3636363636363633
9860,2.0
9861,3.0000000000000004
9874,2.5
9875,2.5
9882,1.0
